"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene","significance"
"SNORA74B",6.69312661541381,-0.586928886506401,0.92734599167306,-0.632912517848382,0.526790772828301,0.951651433233631,"SNORA74B","Not Significant"
"CREBRF",345.886073612551,-0.231872586107709,0.871005184394391,-0.266212636000473,0.790075451936895,0.981388013210005,"CREBRF","Not Significant"
"BNIP1",167.6315884232,0.353781795322529,0.340607501483918,1.03867881294809,0.298954137968056,0.903405933196167,"BNIP1","Not Significant"
"BOD1",582.367636910741,0.243099086646896,0.236935803153384,1.026012461652,0.304885710156609,0.90842777115192,"BOD1","Not Significant"
"CPEB4",241.99863684713,0.441428157644876,0.458615904062019,0.962522567872356,0.335787172425972,0.914822780856086,"CPEB4","Not Significant"
"LINC01411",2.27122834124484,-0.559592023691612,1.80339242737196,-0.310299641496827,0.756333103753878,0.979738990858334,"LINC01411","Not Significant"
"MSX2",435.298235974238,0.0821782621491836,0.601719198626811,0.136572444982183,0.891368758097732,0.993106994756737,"MSX2","Not Significant"
"ENSG00000251144",2.12009561837861,-0.276536455506046,1.84813016251617,-0.149630400019851,0.881056222441898,0.992277705503334,"ENSG00000251144","Not Significant"
"SFXN1",2796.81236614574,0.38736566688065,0.376258513614199,1.02952000516815,0.303235384063676,0.908119570814924,"SFXN1","Not Significant"
"CPLX2",4.81256136654221,0.789968356930401,1.2859934877708,0.614286436473148,0.539026063846621,0.952001379373138,"CPLX2","Not Significant"
"ENSG00000250820",2.88903141146618,-4.62962170290581,2.00367286344687,-2.31056765171814,0.0208567477429927,0.345397208762054,"ENSG00000250820","Not Significant"
"THOC3",345.758057737738,-0.942728062004763,0.396906532501015,-2.37518908057366,0.0175399626004021,0.314257036413313,"THOC3","Not Significant"
"ENSG00000283235",2.56031436978136,-0.89212248038793,1.45270422504031,-0.614111575508891,0.539141599550336,0.952001379373138,"ENSG00000283235","Not Significant"
"SIMC1",507.577832881792,-0.212440929420963,0.224051355558469,-0.948179621102648,0.343038019857714,0.916836758896583,"SIMC1","Not Significant"
"BRCC3P1",18.0781140413693,-0.80747859940223,0.629170289520307,-1.28340230435526,0.199351166983222,0.860508571489698,"BRCC3P1","Not Significant"
"KIAA1191",1305.59474896071,0.0984795967986189,0.315697143044538,0.311943262612058,0.755083642987166,0.979562020606824,"KIAA1191","Not Significant"
"ARL10",4.18091622647368,0.463098396400455,1.43862259627179,0.321904019581355,0.747525407958974,0.978584853654901,"ARL10","Not Significant"
"NOP16",725.908299755848,0.47737803700691,0.64343833232124,0.7419173105288,0.458137437024832,0.937028226095627,"NOP16","Not Significant"
"HIGD2A",964.135007903251,0.307873688091741,0.240468861900176,1.28030583942941,0.20043759480624,0.860508571489698,"HIGD2A","Not Significant"
"CLTB",378.208696320956,0.0701720959979624,0.281811716332708,0.249003472641701,0.803358095225317,0.983820203582955,"CLTB","Not Significant"
"FAF2",2052.61497510584,0.376078135911857,0.256388285091937,1.46683042002875,0.142422192251687,0.797729015457662,"FAF2","Not Significant"
"RNF44",602.436915991967,-0.0832917556977791,0.322808933504816,-0.258021842188381,0.796390050204784,0.983459472180802,"RNF44","Not Significant"
"CDHR2",3.60569677412413,-0.80433591998705,1.58363635476687,-0.507904429931741,0.611520367872148,0.960727613931396,"CDHR2","Not Significant"
"GPRIN1",243.313601749502,0.412141820416923,0.401982963413987,1.02527185957499,0.305234929843919,0.908564791172834,"GPRIN1","Not Significant"
"TSPAN17",492.880056634407,0.260281588575693,0.311520872985876,0.835518936759958,0.403425589316077,0.926498142779488,"TSPAN17","Not Significant"
"UNC5A",79.2452370647168,-0.211702977732043,0.919980323099459,-0.23011685404184,0.818000968665275,0.984093670835905,"UNC5A","Not Significant"
"HK3",3.60251666507055,-2.3008090106565,1.32155627520714,-1.74098451486364,0.0816862928986357,0.657971380934945,"HK3","Not Significant"
"UIMC1",758.399115008812,0.0460564034096895,0.269023522298773,0.171198425387279,0.864067745576744,0.990284058189624,"UIMC1","Not Significant"
"ZNF346",380.827584497424,-0.213304204072234,0.350481951283945,-0.608602535140031,0.542787923697401,0.952001379373138,"ZNF346","Not Significant"
"ZNF346-IT1",15.3130455597118,-0.537609996571805,0.707583699680198,-0.759782901746868,0.447384364934801,0.934400111363446,"ZNF346-IT1","Not Significant"
"FGFR4",55.8811152519607,0.015486500054221,0.430853134953039,0.0359438026507778,0.97132716895185,0.998825418075094,"FGFR4","Not Significant"
"NSD1",4790.87085025005,0.118884373413566,0.214555233095002,0.55409682485314,0.579512583008798,0.95414975106987,"NSD1","Not Significant"
"ENSG00000240729",18.3320768193012,-0.438433759989305,0.56783509033762,-0.772114593567338,0.440046559536326,0.932797811597876,"ENSG00000240729","Not Significant"
"RAB24",23.2335369413763,1.25422724163582,0.550436267296474,2.27860574630392,0.0226905120534726,0.363972556528762,"RAB24","Not Significant"
"MXD3",191.140686210382,-0.0325463337664488,0.442426328409108,-0.0735632842726155,0.941357886854823,0.995527552404472,"MXD3","Not Significant"
"PRELID1",2156.01863608222,0.16668653472598,0.590662069566692,0.282202875915598,0.777787953246706,0.981388013210005,"PRELID1","Not Significant"
"LMAN2",1658.55066715744,0.302010292619561,0.275065658222506,1.09795710075614,0.272223222229274,0.896909760767716,"LMAN2","Not Significant"
"RGS14",6.78907861510822,0.425535414534477,0.904777934885761,0.470320283162305,0.638126208277502,0.963428107619703,"RGS14","Not Significant"
"F12",135.064202879687,0.392051962385799,0.421604149487597,0.929905369437861,0.352420082669816,0.918459788257129,"F12","Not Significant"
"GRK6",833.782022256129,0.233651458202197,0.401032582046453,0.582624626183446,0.560146023702329,0.952930855310012,"GRK6","Not Significant"
"PRR7-AS1",77.9417991510875,-1.04285270032158,0.543563496153597,-1.9185480770896,0.0550415521248428,0.557332436338352,"PRR7-AS1","Not Significant"
"PRR7",243.334372702192,-0.123159828084974,0.310286827086923,-0.39692251598703,0.691424599850262,0.970626932212775,"PRR7","Not Significant"
"DBN1",672.04366763453,0.249098938463327,0.317412479513118,0.784779914278803,0.432582618557762,0.93080728565452,"DBN1","Not Significant"
"ENSG00000279821",21.4420324178045,0.340118059527716,0.520056524537706,0.654002100694838,0.513110452216861,0.95028009034503,"ENSG00000279821","Not Significant"
"PDLIM7",492.10038720324,0.171140648118852,0.376078196797028,0.45506665788237,0.649061284257145,0.964830824215568,"PDLIM7","Not Significant"
"DOK3",156.209840612152,-0.130982676349453,0.879930085098501,-0.148855776802756,0.881667437340068,0.992531820608056,"DOK3","Not Significant"
"DDX41",857.22007995934,0.236559966264169,0.36282536963996,0.651994006094207,0.514405039099485,0.950572917773244,"DDX41","Not Significant"
"FAM193B",483.737190766325,-0.2631981574558,0.327362647429756,-0.803995689557941,0.421399464412548,0.930775947090893,"FAM193B","Not Significant"
"ENSG00000272459",2.44241379666902,0.0744795562196464,1.35997447104773,0.0547654075905315,0.956325359767731,0.996535012328316,"ENSG00000272459","Not Significant"
"TMED9",1239.84367604758,0.634274656936321,0.43319176766911,1.4641890826993,0.143142292328111,0.798116868824817,"TMED9","Not Significant"
"B4GALT7",376.515131008671,0.128792042912988,0.388120113748774,0.3318355281024,0.740013455342414,0.976844783526771,"B4GALT7","Not Significant"
"ENSG00000247679",45.0993057251931,-0.0800410297353327,0.478391090957165,-0.167312960563682,0.867123806827576,0.990670224652695,"ENSG00000247679","Not Significant"
"ENSG00000246596",96.1282205106754,-1.10580897122004,0.373952408181043,-2.95708477075693,0.00310562723570233,0.0990964305294876,"ENSG00000246596","Not Significant"
"ENSG00000170089",43.2065731459768,-1.9220351197551,0.553863881558545,-3.4702301120387,0.000520012649284199,0.0246080362310929,"ENSG00000170089","Not Significant"
"ENSG00000249684",11.8913903584152,-0.148741796527254,0.920043220519183,-0.161668270805059,0.871567092023442,0.991046003467915,"ENSG00000249684","Not Significant"
"ENSG00000280207",2.68814574938569,-0.986885932909312,1.68334192445218,-0.5862658789482,0.557696856754195,0.952561849688252,"ENSG00000280207","Not Significant"
"SUDS3P1",12.4162777168223,-0.188722341611929,0.641310103532395,-0.294276264434989,0.768546808316832,0.980924708311592,"SUDS3P1","Not Significant"
"ENSG00000218227",11.292152205929,-0.98712433798977,0.67925249857791,-1.45325094873618,0.146154090922748,0.803184332506985,"ENSG00000218227","Not Significant"
"N4BP3",100.253983465405,0.329610271534427,0.57165384866262,0.576590662873255,0.564216008195326,0.952930855310012,"N4BP3","Not Significant"
"RMND5B",534.244072172148,0.108278199223443,0.248010781629586,0.436586661724893,0.662411137598125,0.966045193010434,"RMND5B","Not Significant"
"NHP2",1101.38232126085,0.285048722937161,0.48379592673172,0.589192068777441,0.555732436987366,0.952561849688252,"NHP2","Not Significant"
"HNRNPAB",5707.28382540375,0.5701286631743,0.553897115552728,1.02930426457515,0.303336719959824,0.908225826232649,"HNRNPAB","Not Significant"
"PHYKPL",1041.17247973899,-0.40720563497947,0.412045094552609,-0.988255024420583,0.323027766113387,0.911104912755553,"PHYKPL","Not Significant"
"CLK4",443.547931136933,0.120965036675377,0.268378736652925,0.450725114008614,0.652187679613157,0.965324625960179,"CLK4","Not Significant"
"RN7SKP70",4.10335802433614,0.35271474157943,1.06676629074267,0.330639189333471,0.740917040760036,0.976888913546954,"RN7SKP70","Not Significant"
"ZNF354A",294.377539619842,0.158846823500828,0.278192255813944,0.570996568671795,0.568001968811948,0.953493544929131,"ZNF354A","Not Significant"
"ZNF354B",211.594462273259,-0.052607945737867,0.261846280776119,-0.200911563769153,0.840767725499793,0.986973702396176,"ZNF354B","Not Significant"
"ZFP2",41.0009136814624,-0.102530301065474,0.753241191910066,-0.136118818469656,0.891727351001813,0.993106994756737,"ZFP2","Not Significant"
"ZNF454",4.34970993941036,-0.66152402039657,1.37341222938182,-0.481664576916083,0.630044243828429,0.962209748347414,"ZNF454","Not Significant"
"ENSG00000253144",2.81960502911259,-1.71910946766474,1.49772569630282,-1.14781329579135,0.251045647344491,0.885309629705221,"ENSG00000253144","Not Significant"
"RUFY1",775.808577823535,0.120977309652326,0.190316285689128,0.635664516119952,0.524995108973037,0.951651433233631,"RUFY1","Not Significant"
"PRDX2P3",14.181921041625,-0.368581218393531,0.679932631969583,-0.542084908214876,0.587760014790353,0.956112226101791,"PRDX2P3","Not Significant"
"ENSG00000244945",11.8955067339704,-1.33891629097458,0.734545545853149,-1.82278185271612,0.0683364373185452,0.610232396405957,"ENSG00000244945","Not Significant"
"HNRNPH1",12454.9480570749,0.227421884300159,0.335002997774533,0.67886522153817,0.497223263674757,0.948396752213202,"HNRNPH1","Not Significant"
"C5orf60",3.07988251593116,-0.148138328774478,1.14656561946942,-0.129201788592815,0.897197980981505,0.993106994756737,"C5orf60","Not Significant"
"ENSG00000250999",9.99451750601725,-0.937864755728997,0.744349037405467,-1.25997980597658,0.207676647174269,0.863231739113438,"ENSG00000250999","Not Significant"
"CANX",28153.460672241,0.325971404955499,0.237580792554545,1.37204443781229,0.170049604538454,0.8335821785287,"CANX","Not Significant"
"HMGB3P22",2.88983764823212,-0.47595958838247,1.50891342599015,-0.315432005696513,0.752433669201274,0.979545158257397,"HMGB3P22","Not Significant"
"MAML1",1703.96683050861,0.145106574538072,0.329279121272612,0.440679548637209,0.659445004400802,0.965986729286567,"MAML1","Not Significant"
"MGAT4B",2430.81858141256,0.0803198679215501,0.246795971349898,0.325450482364948,0.744840153740254,0.977761219403939,"MGAT4B","Not Significant"
"SQSTM1",3227.25392827804,0.0717819428097292,0.211476902604626,0.339431597141989,0.734284618867207,0.97644537187863,"SQSTM1","Not Significant"
"MRNIP",484.046278669651,0.0125100481823541,0.359836241381859,0.0347659483500395,0.972266373488118,0.998881290645257,"MRNIP","Not Significant"
"ENSG00000252202",5.54702875704761,-1.1561159707515,0.957902091864349,-1.20692498802395,0.227461033443132,0.877646414564371,"ENSG00000252202","Not Significant"
"ENSG00000245317",22.7182151938509,0.120352741281089,0.764572384425308,0.157411834030015,0.87492028751751,0.991353617735457,"ENSG00000245317","Not Significant"
"TBC1D9B",2839.7815478259,0.163498848626232,0.268519922825791,0.608889079460617,0.542597963200961,0.952001379373138,"TBC1D9B","Not Significant"
"RNF130",695.968755050462,0.267158773789295,0.209248286723793,1.27675489234444,0.201688795174261,0.861310280369056,"RNF130","Not Significant"
"MIR340",2.23579650400112,-0.50503022399289,1.72830997963129,-0.292210442539151,0.770125727911639,0.981244770839919,"MIR340","Not Significant"
"RASGEF1C",11.2213209085752,-0.640500656912695,0.72406977793389,-0.884584160853037,0.37638095249385,0.921384499199411,"RASGEF1C","Not Significant"
"ENSG00000229721",4.26403272577326,-2.52705938357854,1.22961578678998,-2.05516179177858,0.0398633802136827,0.477628673313112,"ENSG00000229721","Not Significant"
"MAPK9",1544.23509585109,0.14531563970567,0.229202211410303,0.63400627250291,0.526076728597677,0.951651433233631,"MAPK9","Not Significant"
"ENSG00000248367",15.5719514761342,-0.320982626225707,0.633479599904484,-0.506697652574928,0.612366977900258,0.960727613931396,"ENSG00000248367","Not Significant"
"GFPT2",16.5394459691396,-0.96548720046955,0.655539088734049,-1.47281408090257,0.140801174455238,0.795076480109809,"GFPT2","Not Significant"
"CNOT6",2231.1803464488,-0.00268942354609424,0.247072672128458,-0.0108851518175833,0.991315076930827,0.99978637956584,"CNOT6","Not Significant"
"MGAT1",1052.57527547241,0.205871524955869,0.280570544614857,0.733760292758,0.463094844752599,0.939973363527212,"MGAT1","Not Significant"
"ENSG00000280161",26.5635570566411,0.529727391060967,0.45704658686146,1.1590227479842,0.24644691274514,0.88359337194062,"ENSG00000280161","Not Significant"
"HEIH",183.105723026806,0.377089480938427,0.441969730900477,0.853202051122682,0.393547266134655,0.925282000396804,"HEIH","Not Significant"
"LINC00847",102.931654512888,0.0634032054150746,0.481249204717547,0.131747138059765,0.895184299670584,0.993106994756737,"LINC00847","Not Significant"
"ZFP62",933.548286025165,0.223871684093008,0.280080316185392,0.79931245130708,0.424109260807523,0.93080728565452,"ZFP62","Not Significant"
"BTNL9",163.851464816235,-0.148737663661724,0.288673683679031,-0.515244970605293,0.606381847596186,0.959480080179302,"BTNL9","Not Significant"
"ENSG00000250222",20.1140941788748,0.130166365983976,0.694851805759916,0.187329679371879,0.85140215409172,0.988453499399161,"ENSG00000250222","Not Significant"
"TRIM7",172.945032480951,0.17931148110465,0.26618811623215,0.67362692085122,0.500548533435387,0.948396752213202,"TRIM7","Not Significant"
"ENSG00000250900",8.07628826008522,-1.42884858452048,0.9169440573443,-1.55827236468361,0.119168697072679,0.759832428722802,"ENSG00000250900","Not Significant"
"TRIM41",986.04123334976,0.109869627206928,0.236266628224458,0.465023892847659,0.641914346480337,0.964070889242441,"TRIM41","Not Significant"
"RACK1",19192.411162817,0.204102365217613,0.200441833151283,1.01826231584884,0.308553311982883,0.908963206785764,"RACK1","Not Significant"
"ENSG00000233937",155.811875284145,-0.206505752545861,0.267419777947581,-0.772215705699749,0.439986680931432,0.932797811597876,"ENSG00000233937","Not Significant"
"TRIM52",425.008301949552,0.032668844794359,0.221742337651677,0.147327953427084,0.882873169572544,0.992531820608056,"TRIM52","Not Significant"
"TRIM52-AS1",48.1454572905385,-0.151762707581046,0.399641101279682,-0.379747496178672,0.704132859688004,0.972093064360681,"TRIM52-AS1","Not Significant"
"ENSG00000238035",13.5160802219478,-1.14105235351187,0.722843708928247,-1.57856026056268,0.114436955814269,0.74700807972724,"ENSG00000238035","Not Significant"
"DUSP22",167.656883597715,0.0761336763049137,0.309699617657762,0.245830708092918,0.805813284732332,0.984068083617249,"DUSP22","Not Significant"
"EXOC2",643.806273695027,0.296849388496519,0.198743073698563,1.49363388103152,0.135271338816826,0.787466974081936,"EXOC2","Not Significant"
"HUS1B",4.53782589423443,0.178644547367238,1.12146716665296,0.15929538793401,0.87343615425985,0.991288027964016,"HUS1B","Not Significant"
"ENSG00000219712",10.0941499879084,-0.7431450758149,0.791054165391202,-0.93943639807192,0.347506732686863,0.917205471175372,"ENSG00000219712","Not Significant"
"FOXQ1",222.032280264047,0.397399592422999,0.688626040456151,0.577090567414149,0.563878276001743,0.952930855310012,"FOXQ1","Not Significant"
"FOXC1",316.696194570403,0.262137019556248,0.26207637651885,1.00023139452019,0.317198539419454,0.910392424051088,"FOXC1","Not Significant"
"GMDS",450.709312345216,-0.0159545009071881,0.35161347769093,-0.0453751119324618,0.963808318350602,0.997915243098468,"GMDS","Not Significant"
"GMDS-AS1",122.58575068571,-0.560882012854847,0.683077376467987,-0.821110509844462,0.411583324093034,0.929380262983935,"GMDS-AS1","Not Significant"
"HMGN2P28",3.60184827012676,-2.41649294782607,1.60253747279034,-1.50791665646262,0.131575859064801,0.781182532808917,"HMGN2P28","Not Significant"
"MYLK4",3.21304678195391,0.34038803283419,1.23708647832359,0.275152981459678,0.783198708515954,0.981388013210005,"MYLK4","Not Significant"
"WRNIP1",1293.09175015683,0.275642096414677,0.328859135342679,0.838176796054187,0.401931417019764,0.926104426589104,"WRNIP1","Not Significant"
"SERPINB1",2011.26169425683,-0.380261247407976,0.708002990150197,-0.537089889023359,0.591205524618637,0.957373566796133,"SERPINB1","Not Significant"
"SERPINB9P1",37.2144215568767,-0.371555106640854,1.10262976278986,-0.336971773463425,0.736138178481349,0.97644537187863,"SERPINB9P1","Not Significant"
"SERPINB9",597.83366525512,0.285084903363517,0.219152367902465,1.30085248948985,0.193308951201727,0.855858827154135,"SERPINB9","Not Significant"
"SERPINB6",763.011582256953,-0.0566587110577744,0.364043015181806,-0.15563740738022,0.876318837394255,0.991760491485343,"SERPINB6","Not Significant"
"LINC01011",44.0543320114945,0.858026821462931,0.587155594024455,1.46132784937274,0.143925490623738,0.800061381945591,"LINC01011","Not Significant"
"NQO2",674.895112660271,0.192764265280191,0.40008446224442,0.481808926542183,0.62994168753894,0.962209748347414,"NQO2","Not Significant"
"ENSG00000271361",21.9970154443384,0.332008043867114,0.54682378016206,0.607157288896102,0.543746533963193,0.95222906210001,"ENSG00000271361","Not Significant"
"FAM136BP",5.22283048594773,6.16790113830393,1.61369380843077,3.82222519915464,0.000132252824492869,0.00811760057159316,"FAM136BP","Significant"
"RIPK1",957.402519738134,0.138480981192128,0.189638110158321,0.730238141882533,0.465244631881683,0.939973363527212,"RIPK1","Not Significant"
"ENSG00000272277",14.3933539093083,-0.215222221408696,0.715077225857592,-0.300977591826646,0.763431581853874,0.98004863566355,"ENSG00000272277","Not Significant"
"BPHL",265.35100869478,-0.153454240845332,0.316889633429823,-0.484251375421896,0.628207479983591,0.962075548386187,"BPHL","Not Significant"
"TUBB2A",228.066753035006,0.135526341280233,0.584899479088832,0.231708774115098,0.816764216076338,0.984093670835905,"TUBB2A","Not Significant"
"TUBB2B",17.2898274354338,-0.886778845947206,0.60167721648136,-1.47384481522025,0.140523378845945,0.795076480109809,"TUBB2B","Not Significant"
"PSMG4",434.791727759758,0.0766558600460757,0.395485414158338,0.193827274791443,0.846311129796103,0.988349165252905,"PSMG4","Not Significant"
"SLC22A23",290.760117394779,0.157953855491162,0.241939283142962,0.652865683650998,0.513842873841999,0.950352214139639,"SLC22A23","Not Significant"
"PXDC1",115.164083791553,0.0887644388452492,0.348367392524922,0.254801226377406,0.79887662801822,0.983459472180802,"PXDC1","Not Significant"
"ENSG00000270504",9.74795739552378,0.312777593578788,0.758080821464322,0.412591355331509,0.679906035903337,0.968001129546355,"ENSG00000270504","Not Significant"
"ENSG00000260604",10.0142354779901,-0.214385016921893,0.907198427600718,-0.236315463518693,0.813187888558125,0.984093670835905,"ENSG00000260604","Not Significant"
"GLRX3P2",2.5384549133133,1.1861333630531,1.49112183407965,0.795463748128406,0.426343790520458,0.93080728565452,"GLRX3P2","Not Significant"
"ENSG00000230648",2.53461385771565,-1.61389160622208,1.45880073858489,-1.10631394921533,0.268590656206599,0.894920817919333,"ENSG00000230648","Not Significant"
"PRPF4B",2945.05992160777,0.252936337484581,0.275052407454732,0.919593250701537,0.357785355037533,0.919874654956053,"PRPF4B","Not Significant"
"ECI2",888.203580406081,0.323585136202991,0.190417469769756,1.69934584570551,0.0892540391663617,0.686264166578141,"ECI2","Not Significant"
"ENSG00000234817",5.53229916019676,0.606340969775819,1.01056860235225,0.599999810368608,0.548506361879845,0.952561849688252,"ENSG00000234817","Not Significant"
"CDYL",806.521065369367,0.13784605896796,0.239113283603981,0.576488503232888,0.564285038554309,0.952930855310012,"CDYL","Not Significant"
"RPP40",225.732697951305,0.64474480571481,0.555714710897042,1.1602082742673,0.245964018982438,0.88359337194062,"RPP40","Not Significant"
"ENSG00000272142",20.6649832851665,0.281253520924873,0.565979220540161,0.496932591723861,0.619236587392454,0.961906492882615,"ENSG00000272142","Not Significant"
"ENSG00000220685",4.88817390944497,0.754943452360332,0.992684123306938,0.760507229475356,0.446951449533281,0.934331343314639,"ENSG00000220685","Not Significant"
"PPP1R3G",42.0986366802712,1.2624380060463,0.707297796123939,1.78487479102096,0.0742816284796441,0.632882051724536,"PPP1R3G","Not Significant"
"LYRM4",350.166139858786,0.116244649528481,0.39284480695792,0.295904763075901,0.767302813469873,0.980634496129956,"LYRM4","Not Significant"
"FARS2",235.791150064826,0.0163404259151695,0.252206412603908,0.0647898907345875,0.948341290564418,0.995717991666607,"FARS2","Not Significant"
"NRN1",40.5740920008684,1.04432123893091,0.773466567270187,1.35018277857394,0.176957360836242,0.837755917223567,"NRN1","Not Significant"
"ENSG00000261211",10.0071449749417,0.333222021862495,1.02136506260657,0.326251635249884,0.744233977382197,0.977761219403939,"ENSG00000261211","Not Significant"
"BTF3P7",2.3850711783345,-0.934901294736764,1.52493553582947,-0.613075945028874,0.539826124879438,0.952001379373138,"BTF3P7","Not Significant"
"RREB1",1823.00948270778,0.00384500496322126,0.218961711055468,0.0175601704274554,0.985989731168015,0.99978637956584,"RREB1","Not Significant"
"ENSG00000225092",40.4868032373002,-0.228548769000773,0.425912990955268,-0.536609058315333,0.5915376857583,0.957373566796133,"ENSG00000225092","Not Significant"
"SSR1",6271.00109833174,0.322246868034918,0.292830672549545,1.10045462529338,0.271134089200789,0.896434421250458,"SSR1","Not Significant"
"CAGE1",8.18489996287498,-0.0140402980333759,0.754399816431518,-0.0186112161317717,0.98515125520716,0.999762767210573,"CAGE1","Not Significant"
"ENSG00000220472",13.1973957243692,-1.3829120665322,0.784208477551973,-1.76344952409743,0.0778247033788346,0.644179623943415,"ENSG00000220472","Not Significant"
"RIOK1",782.056133600304,0.502473770153545,0.493570235885791,1.01803904210669,0.308659402408977,0.908963206785764,"RIOK1","Not Significant"
"ENSG00000261189",18.2602145072299,0.802335667906231,0.561330027534505,1.42934749354187,0.15290438175117,0.812879674435169,"ENSG00000261189","Not Significant"
"DSP",8846.46180737856,0.216040040355284,0.279446356451503,0.773100222520798,0.439463069429683,0.932644779750881,"DSP","Not Significant"
"SNRNP48",582.947548938996,0.261718213050883,0.292822655403517,0.89377720002651,0.371441110453752,0.920558935264017,"SNRNP48","Not Significant"
"TXNDC5",53.8955428534953,0.885026336899745,0.505472771938476,1.75088824963942,0.0799651612168986,0.651872245873225,"TXNDC5","Not Significant"
"BLOC1S5",216.045507161192,0.212194734403216,0.399008892593377,0.531804524515849,0.594861388767862,0.957552940701381,"BLOC1S5","Not Significant"
"EEF1E1",275.763099656017,1.35564629509884,0.486002502564376,2.78938130554024,0.00528088496296453,0.144115063668879,"EEF1E1","Not Significant"
"SLC35B3",298.613947625673,0.0812683993387923,0.259644727357974,0.312998458184544,0.754281833532704,0.979562020606824,"SLC35B3","Not Significant"
"OFCC1",3.5708091293501,-0.547735535343371,1.77067742863112,-0.309336712879892,0.757065406667148,0.979738990858334,"OFCC1","Not Significant"
"TFAP2A",430.629127054144,0.520699401339019,0.307217299812076,1.69488958355382,0.0900963689002111,0.688107898887979,"TFAP2A","Not Significant"
"TFAP2A-AS1",29.67894517029,-0.592961856218956,0.460412628397855,-1.2878922506586,0.197783473410601,0.858884619013486,"TFAP2A-AS1","Not Significant"
"C6orf52",23.267937462305,0.28249813436357,0.503122943717065,0.561489269951551,0.574464043057195,0.953949783304987,"C6orf52","Not Significant"
"PAK1IP1",691.20598727407,0.617056966102184,0.520343378702698,1.18586493334576,0.235675643397282,0.883067959075512,"PAK1IP1","Not Significant"
"TMEM14C",771.433728420324,0.304409480391225,0.304658428581421,0.999182861306822,0.317706116713776,0.910392424051088,"TMEM14C","Not Significant"
"ENSG00000272097",12.3521103243522,-0.148395767282453,0.73505096780855,-0.201885003600327,0.840006626081225,0.986973702396176,"ENSG00000272097","Not Significant"
"TMEM14B",576.505101021068,0.433820169902763,0.258032329295345,1.68126285216846,0.0927118700030221,0.691495359218394,"TMEM14B","Not Significant"
"MAK",28.7001092051244,1.12359390578295,0.645402814917274,1.74091881816005,0.0816978096319157,0.657971380934945,"MAK","Not Significant"
"SMIM13",539.309609229311,0.397641892128485,0.227350133561043,1.7490286277827,0.0802860710272825,0.653381040559674,"SMIM13","Not Significant"
"NEDD9",96.0781086889657,-0.148949642745126,0.708027230400205,-0.210372760184568,0.833376751160013,0.98693741124102,"NEDD9","Not Significant"
"TMEM170B",85.844337148691,0.423452812343007,0.63422502418048,0.667669669594282,0.504344474830268,0.9493597777375,"TMEM170B","Not Significant"
"HIVEP1",594.124584792666,-0.0846311975052773,0.295254534586663,-0.28663809557999,0.774389441779671,0.981388013210005,"HIVEP1","Not Significant"
"RPL15P3",42.760053273822,-2.15680398477584,0.468370452921293,-4.60491043216657,4.1264342355338e-06,0.000408125858110687,"RPL15P3","Not Significant"
"ENSG00000215022",12.0915998314534,-0.22130357614249,0.615882600687498,-0.359327534006405,0.719350078735608,0.974404967015986,"ENSG00000215022","Not Significant"
"TBC1D7",210.787669064786,0.085633189586208,0.269607060444477,0.317622207092916,0.750771526981239,0.979278647911357,"TBC1D7","Not Significant"
"ENSG00000272379",5.65035462889311,-0.118513959315047,0.862656867117612,-0.13738250262939,0.890728460784193,0.993106994756737,"ENSG00000272379","Not Significant"
"GFOD1",614.596564943361,0.134432012054522,0.445466865088611,0.301777803446237,0.762821452749091,0.98004863566355,"GFOD1","Not Significant"
"SIRT5",279.932725102568,0.0723118417872097,0.526430614904449,0.137362531243239,0.890744245996942,0.993106994756737,"SIRT5","Not Significant"
"ENSG00000261071",22.4153070360728,-0.0407026528392822,0.498797816208988,-0.0816015056934982,0.934963603919679,0.994990079051493,"ENSG00000261071","Not Significant"
"NOL7",1117.78174680062,0.503423867437045,0.422437955207165,1.19171078552864,0.233374667515064,0.881791135943566,"NOL7","Not Significant"
"RANBP9",1711.02697744158,0.303102531596697,0.331958303057967,0.913074108418275,0.361203566578062,0.92019707380631,"RANBP9","Not Significant"
"MCUR1",914.722843327354,0.271309784461539,0.257772990223768,1.05251440124127,0.292563606777845,0.901538727889869,"MCUR1","Not Significant"
"RNF182",4.38260089537935,1.9595264570914,1.1841536735582,1.65479067527049,0.0979669661322352,0.703642243518954,"RNF182","Not Significant"
"CD83",150.696031928869,0.582354884449526,0.441311862511918,1.31959943504532,0.186968791603483,0.84842603495256,"CD83","Not Significant"
"ENSG00000271888",9.62294603354905,-0.0751847125109539,0.776195622464828,-0.0968630978260391,0.922835114627258,0.994202998797607,"ENSG00000271888","Not Significant"
"JARID2",556.835651493669,0.23619105864097,0.204414640478914,1.15545079397253,0.247905871710385,0.88359337194062,"JARID2","Not Significant"
"ENSG00000277411",3.09490761150114,-2.05860733464726,1.5257304648688,-1.34926016229497,0.177253416671234,0.837755917223567,"ENSG00000277411","Not Significant"
"DTNBP1",306.309581362775,0.227529459628614,0.273991667703234,0.83042474078101,0.406298682237712,0.928428965437601,"DTNBP1","Not Significant"
"MYLIP",372.169285336937,-0.455145091436572,0.550198674242606,-0.827237710201895,0.408102341536501,0.928856774514694,"MYLIP","Not Significant"
